Grapheme	IPA	Frequency
^l	l	11
ə	ə	35
m̈	m̈/mʰ	18
a	a	130
-	+	84
k$	k	25
^m̈	m̈/m	6
i	i	42
r	r	29
n	n	34
l	l	29
ⁿd	ⁿd	13
u	u	21
^t	t	5
e	e	19
^-	NULL	47
v̈	v̈/vʱ	13
l$	l	13
^n	n	34
β	β	10
i$	i	25
m	m	9
a$	a	19
o	o	6
x$	x	6
t	t	26
n$	n	25
^i	i	34
ɣ	ɣ	16
t$	t	11
æ	æ	2
v̈$	v̈/vʱ	1
p̈	p̈/p	9
k	k	7
^ⁿd	ⁿd	4
^v̈	v̈/v	4
^s	s	3
^a	a	5
^ə	ə	1
u$	u	13
^β	β	2
-$	NULL	1
w	w	6
e$	e	12
ⁿdʳ	ⁿdʳ	3
^p	p	4
_	+	4
p	p	11
&	ʔ	1
f	f	3
s	s	17
^ⁿdʳ	ⁿdʳ	1
r$	r	5
x	x	5
œ	œ	2
β$	β	3
^r	r	2
ɣs$	ɣ s	1
rs$	r s	1
y	y/j	1
f$	f	2
^w	w	1
p̈$	p̈/p	5
p$	p	1
^p̈	p̈/p	2
^m	m	2
·$	NULL	1
s$	s	2
^k	k	4
m$	m	1
^x	x	3
$	NULL	1
m̈$	m̈/mʰ	2
_ⁿd	+ ⁿd	2
^u	u	1
